test_id,test_describe,test_priorityh,test_flag,test_mothed,path,date,expected_result,actual_result,test_result
81,邮寄单-新增用户收货地址 -备注类型50，二级备注类型150，备注150-能够正常提交,P1,,PUT,/smart/express_order_operate/user_address,"{""address"": ""北京市长城街道155号"",
 ""areaName"": ""东城区"",
 ""cityName"": ""北京市"",
 ""phone"": ""13555000001"",
 ""provinceName"": ""北京市"",
 ""realname"": ""罗洪测试"",
 ""expressOrderId"": 42261,
 ""operate"": 1,
 ""remarkId"":16,
    ""remarkSecondOption"":"""",""remarkType"":""一级备注类型不能超过五十字符备注类型不能超过五十字符备注类型不能超过五十字符备注类型不能超过五十字符"",
""remarkSecondOption"":""二级邮寄备注不能超过一百五十字符关闭二级原因新增超过五十字符关闭无法新建新闭无法新建关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭无法新建新增关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭建新增关闭无法新建新建新关想"",
""remark"": ""邮寄备注不能超过一百五十字符关闭二级原因新增超过五十字符字符关闭无法新建新闭无法新建关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭无法新建新增关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭建新增关闭无法新建新建新关想""}",,,
82,"邮寄单-确认用户收货地址 -operate=2,修改邮寄备注",P0,,PUT,/smart/express_order_operate/user_address,"{""address"": ""北京市长城街道155号"",
 ""areaName"": ""东城区"",
 ""cityName"": ""北京市"",
 ""phone"": ""13555000001"",
 ""provinceName"": ""北京市"",
 ""realname"": ""罗洪测试"",
 ""expressOrderId"": 209,
 ""remark"": ""邮寄单备注"",
 ""remarkId"":16,
    ""remarkSecondOption"":"""",
    ""remarkType"":""自动化测试数据无二级选项"", ""operate"": 2}","""success"":true",,
83,"邮寄单-确认用户收货地址 -operate=2,同一个邮寄单可以多次修改邮寄备注",P1,,PUT,/smart/express_order_operate/user_address,"{""address"": ""北京市长城街道155号"",
 ""areaName"": ""东城区"",
 ""cityName"": ""北京市"",
 ""phone"": ""13555000001"",
 ""provinceName"": ""北京市"",
 ""realname"": ""罗洪测试"",
 ""expressOrderId"": 209,
 ""remark"": ""邮寄单备注二次修改"",
 ""remarkId"":16,
    ""remarkSecondOption"":"""",
    ""remarkType"":""自动化测试数据无二级选项"", ""operate"": 2}","""success"":true",,
84,关闭邮寄单-expressOrderId不存在，提示邮寄单id不存在,P1,,PUT,/smart/express_order_operate/close,"{
""closeReason"":""关闭原因"",
    ""closeReasonId"":13,
    ""closeReasonRemark"":""自动化测试关闭原因有二级选项"",   ""closeReasonSecondOption"":""二级02"", ""expressOrderId"":0}","{""success"":false,""message"":""数据库中不存在该关闭原因"",""code"":3016,""data"":null}",,
85,关闭邮寄单-expressOrderId不传，提示邮寄单id必填,P1,,PUT,/smart/express_order_operate/close,"{
""closeReason"":""关闭原因"",
    ""closeReasonId"":13,
    ""closeReasonRemark"":""自动化测试关闭原因有二级选项"",   ""closeReasonSecondOption"":""二级02""}","{""success"":false,""message"":""expressOrderId:邮寄单id不能为空"",""code"":0,""data"":null}",,
86,关闭邮寄单-closeReason关闭原因不传，提示关闭原因必填,P1,,PUT,/smart/express_order_operate/close,"{""closeReasonId"":1,
    ""closeReasonRemark"":""关闭原因1"",    ""closeReasonSecondOption"":""二级关闭原因"",
    ""expressOrderId"":9999}","{""success"":false,""message"":""closeReason:关闭原因不能为空"",""code"":0,""data"":null}",,
87,关闭邮寄单-closeReason关闭原为空，提示关闭原因必填,P1,,PUT,/smart/express_order_operate/close,"{""closeReasonId"":1,
    ""closeReasonRemark"":""关闭原因1"",    ""closeReasonSecondOption"":""二级关闭原因"",
    ""expressOrderId"":9999, ""closeReason"":""""}","{""success"":false,""message"":""closeReason:关闭原因不能为空"",""code"":0,""data"":null}",,
88,关闭邮寄单-closeReason关闭原为空格，提示关闭原因必填,P1,,PUT,/smart/express_order_operate/close,"{""closeReasonId"":1,
    ""closeReasonRemark"":""关闭原因1"",    ""closeReasonSecondOption"":""二级关闭原因"",
    ""expressOrderId"":9999, ""closeReason"":"" ""}","{""success"":false,""message"":""closeReason:关闭原因不能为空"",""code"":0,""data"":null}",,
89,关闭邮寄单-closeReason关闭原超过50字符，提示关闭不能超过50字符,P1,,PUT,/smart/express_order_operate/close,"{""closeReasonId"":1,
    ""closeReasonRemark"":""关闭原因1"",    ""closeReasonSecondOption"":""二级关闭原因"",
    ""expressOrderId"":42259, ""closeReason"":""关闭原因不能超过五十字符备注类型不能超过五十字符备注类型不能超过五十字符备注类型不能超过五十字符结束1""}",closeReason:关闭原因:最多50个字符,,
90,关闭邮寄单-closeReasonId不传，提示closeReasonId关闭原因id必传,P1,,PUT,/smart/express_order_operate/close,"{    ""closeReason"":""关闭原因"",
    ""closeReasonRemark"":""关闭原因1"",
    ""closeReasonSecondOption"":""二级关闭原因"",
    ""expressOrderId"":9999}","{""success"":false,""message"":""closeReasonId:关闭原因id不能为空"",""code"":0,""data"":null}",,
91,关闭邮寄单-closeReasonId不存在，提示closeReasonId关闭原因id不存在,P1,,PUT,/smart/express_order_operate/close,"{    ""closeReason"":""关闭原因"",
    ""closeReasonRemark"":""关闭原因1"",
    ""closeReasonSecondOption"":""二级关闭原因"",
    ""expressOrderId"":9999,""closeReasonId"":0}","{""success"":false,""message"":""数据库中不存在该关闭原因"",""code"":3016,""data"":null}",,
92,关闭邮寄单-closeReasonRemark关闭原因超过150字符，提示关闭原因不能超过150字符,P1,,PUT,/smart/express_order_operate/close,"{""closeReasonId"":1,
    ""closeReason"":""关闭原因1"",
    ""closeReasonSecondOption"":""二级关闭原因"",
    ""expressOrderId"":42260,  ""closeReasonRemark"":""关闭原因备注不能超过一百五十字符关闭二级原因新增超过五十字符关闭无法新建新闭无法新建关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭无法新建新增关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭建新增关闭无法新建新建新关想1""}",closeReasonRemark:关闭原因备注:最多150个字符,,
93,关闭邮寄单-关闭原因二级选项可以为空-可以正常提交,P1,,PUT,/smart/express_order_operate/close,"{""closeReason"":""自动化测试关闭原因无二级选项"",
    ""closeReasonId"":14,
    ""closeReasonRemark"":""自动化测试关闭原因无二级选项"",
    ""expressOrderId"":42266,""closeReasonSecondOption"":""""}","""success"":true,""message""",,
94,关闭邮寄单-关闭原因有二级选项-二级选项为空格，提示不能为空格,P1,,PUT,/smart/express_order_operate/close,"{""closeReason"":""自动化测试关闭原因有二级选项"",
    ""closeReasonId"":13,
    ""closeReasonRemark"":""自动化测试关闭原因有二级选项2313"",
    ""expressOrderId"":42265,""closeReasonSecondOption"":"" ""}","{""success"":false,""message"":""二级选项不能为空"",""code"":3008,""data"":null}",,
95,关闭邮寄单-关闭原因有二级选项-二级选项为空，提示不能为空,P1,,PUT,/smart/express_order_operate/close,"{""closeReason"":""自动化测试关闭原因有二级选项"",
    ""closeReasonId"":13,
    ""closeReasonRemark"":""自动化测试关闭原因有二级选项1111"",  ""expressOrderId"":42265}","{""success"":false,""message"":""二级选项不能为空"",""code"":3008,""data"":null}",,
96,关闭邮寄单-关闭原因二级选项超过150字符，提示不能超过150字符,P1,,PUT,/smart/express_order_operate/close,"{""closeReason"":""自动化测试关闭原因有二级选项"",
    ""closeReasonId"":13,
    ""closeReasonRemark"":""自动化测试关闭原因有二级选项2222"",
    ""expressOrderId"":42264,""closeReasonSecondOption"":""邮寄备注不能超过一百五十字符关闭二级原因新增超过五十字符字符关闭无法新建新闭无法新建关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭无法新建新增关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭建新增关闭无法新建新建新关想1""}",closeReasonSecondOption:关闭原因二级选项:最多150个字符,,
97,关闭邮寄单-关闭原因50，关闭原因备注150，关闭原因二级选选项150，能正常提交,P0,,PUT,/smart/express_order_operate/close,"{
    ""closeReason"":""关闭原因类型不能超过五十字符备注类型不能超过五十字符备注类型不能超过五十字符备注类型不能超过五十字符"",
    ""closeReasonId"":13,
    ""closeReasonRemark"":""邮寄备注不能超过一百五十字符关闭二级原因新增超过五十字符字符关闭无法新建新闭无法新建关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭无法新建新增关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭建新增关闭无法新建新建新关想"",
    ""closeReasonSecondOption"":""邮寄备注不能超过一百五十字符关闭二级原因新增超过五十字符字符关闭无法新建新闭无法新建关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭无法新建新增关闭无法新建新建新增关想关闭二级原因新增超过五十字符关闭无法新建新增关闭无法新建新增关闭建新增关闭无法新建新建新关想"",
    ""expressOrderId"":0
}
",,,
